Date,^GSPC,^DJI,^GSPTSE,QQQM,SFY,VDY.TO,XHU.TO,CADUSD=X,CAD=X
2009-01-15,843.739990234375,8212.490234375,8879.599609375,,,,,0.7989773154258728,1.2516000270843506
2009-01-16,850.1199951171875,8281.2197265625,8920.400390625,,,,,0.8054772615432739,1.2415000200271606
2009-01-20,805.219970703125,7949.08984375,8504.900390625,,,,,0.7902015447616577,1.2654999494552612
2009-01-21,840.239990234375,8228.099609375,8757.900390625,,,,,0.7936508059501648,1.2599999904632568
2009-01-22,827.5,8122.7998046875,8486.599609375,,,,,0.7984669208526611,1.2524000406265259
2009-01-23,831.9500122070312,8077.56005859375,8628.0,,,,,0.8135372400283813,1.229200005531311
2009-01-26,836.5700073242188,8116.02978515625,8656.5,,,,,0.8177283406257629,1.2229000329971313
2009-01-27,845.7100219726562,8174.72998046875,8759.599609375,,,,,0.8162598609924316,1.225100040435791
2009-01-28,874.0900268554688,8375.4501953125,8906.2001953125,,,,,0.8240625858306885,1.2135000228881836
2009-01-29,845.1400146484375,8149.009765625,8762.7998046875,,,,,0.8167265057563782,1.2244000434875488
2009-01-30,825.8800048828125,8000.85986328125,8694.900390625,,,,,0.8152616620063782,1.2266000509262085
2009-02-02,825.4400024414062,7936.75,8624.7998046875,,,,,0.802954912185669,1.2453999519348145
2009-02-03,838.510009765625,8078.35986328125,8628.599609375,,,,,0.8112273812294006,1.232699990272522
2009-02-04,832.22998046875,7956.66015625,8693.099609375,,,,,0.8123477101325989,1.2309999465942383
2009-02-05,845.8499755859375,8063.06982421875,8861.0,,,,,0.8124136328697205,1.2309000492095947
2009-02-06,868.5999755859375,8280.58984375,9008.0,,,,,0.8202099800109863,1.2192000150680542
2009-02-09,869.8900146484375,8270.8701171875,9047.2998046875,,,,,0.8194034695625305,1.2203999757766724
2009-02-10,827.1599731445312,7888.8798828125,8817.900390625,,,,,0.8056719303131104,1.2411999702453613
2009-02-11,833.739990234375,7939.52978515625,8737.900390625,,,,,0.8058017492294312,1.2410000562667847
2009-02-12,835.1900024414062,7932.759765625,8778.7998046875,,,,,0.804634690284729,1.242799997329712
2009-02-13,826.8400268554688,7850.41015625,8678.099609375,,,,,0.8082767128944397,1.2372000217437744
